07.06.2024                           Saída dinâmica de lista                                   1
------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------
|Reserva|Cen.|Dep.|Data base |TMv|Material|Texto breve material                    |UMB|   Qtd.|
|4382412|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 7.200 |
|4382413|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   150 |
|4382414|N190|N190|05.06.2024|X43|22026265|CABO DROP FO LOW F FIG0 BRANCO          |M  |   500 |
|4382414|N190|N190|05.06.2024|X43|22026544|SUPORTE GALVANIZADO U SPAN CLAMP        |UN |   200 |
|4382414|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    75 |
|4382414|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |   150 |
|4382414|N190|N190|05.06.2024|X43|22056344|MARCADOR CASA PTO NR 2                  |UN |   100 |
|4382414|N190|N190|05.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|    11 |
|4382414|N190|N190|05.06.2024|X43|22056365|PROTETOR P/MINI ISOLADOR - ACRE1568     |UN |   300 |
|4382414|N190|N190|05.06.2024|X43|22060738|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN | 1.800 |
|4382414|N190|N190|05.06.2024|X43|22062001|CABO DROP PRECON HW DOMEX 50M           |UN |    12 |
|4382414|N190|N190|05.06.2024|X43|22062005|CABO DROP PRECON HW DOMEX 150M          |UN |     4 |
|4382414|N190|N190|05.06.2024|X43|22065721|MARCADOR CASA PRETO NR 3                |UN |   100 |
|4382414|N190|N190|05.06.2024|X43|22065722|MARCADOR CASA PRETO NR 4                |UN |   100 |
|4382415|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |   120 |
|4382416|N190|N190|05.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |    50 |
|4382417|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   360 |
|4382417|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |   240 |
|4382419|N190|N190|05.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |    50 |
|4382420|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   520 |
|4382420|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |   500 |
|4382421|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    30 |
|4382422|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    40 |
|4382423|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    20 |
|4382424|N190|N190|05.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |   150 |
|4382426|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    80 |
|4382427|N190|USAD|05.06.2024|X43|22025239|MARCADOR APTO NUM 8 TIPO HO85 AMARELO   |UN |   300 |
|4382427|N190|USAD|05.06.2024|X43|22025243|MARCADOR APTO NUM 6 TIPO HO85 AMARELO   |UN |   100 |
|4382427|N190|N190|05.06.2024|X43|22025348|FIXA FIO CABO LOW FRICT CHATO           |UN |   200 |
|4382427|N190|N190|05.06.2024|X43|22026502|PITAO GANCHO COM BUCHA S8               |UN |   100 |
|4382427|N190|N190|05.06.2024|X43|22056334|FECHO DE ACO INOX DENTADO 1/2           |UN |   200 |
|4382428|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    80 |
|4382429|N190|N190|05.06.2024|X43|22025348|FIXA FIO CABO LOW FRICT CHATO           |UN |   200 |
|4382429|N190|N190|05.06.2024|X43|22025349|FIXA FIO CABO DROP FO CHATO             |UN |   500 |
|4382429|N190|N190|05.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4382429|N190|N190|05.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    25 |
|4382429|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |    50 |
|4382429|N190|N190|05.06.2024|X43|22056332|FITA ISOLANTE AUTOFUSAO 3M SCOTCH23 10MT|UN |     6 |
|4382429|N190|N190|05.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|     8 |
|4382429|N190|N190|05.06.2024|X43|22057635|FIXADOR FIO PT RG6                      |UN |   400 |
|4382429|N190|N190|05.06.2024|X43|22057658|SUPORTE ROLDANA FO DROP SDA-1           |UN |    20 |
|4382429|N190|N190|05.06.2024|X43|22057659|ESTICADOR CUNHA PARA DROP OPTICO SRDO   |UN |   140 |
|4382429|N190|N190|05.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |    50 |
|4382429|N190|N190|05.06.2024|X43|22062003|CABO DROP PRECON HW DOMEX 100M          |UN |     6 |
|4382429|N190|N190|05.06.2024|X43|22062004|CABO DROP PRECON HW DOMEX 120M          |UN |     4 |
|4382429|N190|N190|05.06.2024|X43|22066517|ISOLADOR CASA SURGE PROTEC LOW COST     |UN |   150 |
|4382430|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4382430|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    60 |
|4382431|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   700 |
|4382431|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 1.500 |
|4382431|N190|N190|05.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  | 2.440 |
|4382431|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    25 |
|4382432|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4382432|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    80 |
|4382432|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   100 |
|4382433|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    90 |
|4382434|N190|N190|05.06.2024|X43|22025049|VASELINA SOLIDA POTE 410G               |UN |     2 |
|4382434|N190|N190|05.06.2024|X43|22025139|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN |   200 |
|4382434|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  |   600 |
|4382434|N190|N190|05.06.2024|X43|22057635|FIXADOR FIO PT RG6                      |UN |   100 |
|4382434|N190|N190|05.06.2024|X43|22057659|ESTICADOR CUNHA PARA DROP OPTICO SRDO   |UN |   390 |
|4382435|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    50 |
|4382436|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    20 |
|4382437|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 1.100 |
|4382437|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  |   600 |
|4382437|N190|N190|05.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN |   100 |
|4382437|N190|N190|05.06.2024|X43|22057659|ESTICADOR CUNHA PARA DROP OPTICO SRDO   |UN |    60 |
|4382437|N190|N190|05.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  | 1.000 |
|4382437|N190|N190|05.06.2024|X43|22065719|MARCADOR CASA PRETO NR 1                |UN |   100 |
|4382438|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4382438|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |    30 |
|4382439|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   100 |
|4382440|N190|N190|05.06.2024|X43|22025136|BUCHA ACABAMENTO CABO RG6-59 BRANCA     |UN |   250 |
|4382440|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 3.100 |
|4382440|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 7.900 |
|4382440|N190|N190|05.06.2024|X43|22026544|SUPORTE GALVANIZADO U SPAN CLAMP        |UN |    50 |
|4382440|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    75 |
|4382440|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |   150 |
|4382440|N190|N190|05.06.2024|X43|22056334|FECHO DE ACO INOX DENTADO 1/2           |UN |   100 |
|4382440|N190|N190|05.06.2024|X43|22056343|MARCADOR CASA PTO NR 1                  |UN |   100 |
|4382440|N190|N190|05.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   270 |
|4382440|N190|N190|05.06.2024|X43|22056365|PROTETOR P/MINI ISOLADOR - ACRE1568     |UN |   270 |
|4382440|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  |   900 |
|4382440|N190|N190|05.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN |   400 |
|4382440|N190|N190|05.06.2024|X43|22057659|ESTICADOR CUNHA PARA DROP OPTICO SRDO   |UN |   250 |
|4382440|N190|N190|05.06.2024|X43|22060738|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN | 3.200 |
|4382440|N190|N190|05.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  | 5.500 |
|4382440|N190|N190|05.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |   200 |
|4382440|N190|N190|05.06.2024|X43|22065724|MARCADOR CASA PRETO NR 6                |UN |   100 |
|4382440|N190|N190|05.06.2024|X43|22065726|MARCADOR CASA PRETO NR 8                |UN |   100 |
|4382440|N190|N190|05.06.2024|X43|22066517|ISOLADOR CASA SURGE PROTEC LOW COST     |UN |   300 |
|4382441|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   140 |
|4382441|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   180 |
|4382442|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4382443|N190|N190|05.06.2024|X43|22025049|VASELINA SOLIDA POTE 410G               |UN |    12 |
|4382443|N190|N190|05.06.2024|X43|22025136|BUCHA ACABAMENTO CABO RG6-59 BRANCA     |UN |   250 |
|4382443|N190|USAD|05.06.2024|X43|22025241|MARCADOR APTO NUM 3 TIPO HO85 AMARELO   |UN |   100 |
|4382443|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 1.350 |
|4382443|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 5.100 |
|4382443|N190|N190|05.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  | 3.355 |
|4382443|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    50 |
|4382443|N190|N190|05.06.2024|X43|22056332|FITA ISOLANTE AUTOFUSAO 3M SCOTCH23 10MT|UN |    14 |
|4382443|N190|N190|05.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|     9 |
|4382443|N190|N190|05.06.2024|X43|22056365|PROTETOR P/MINI ISOLADOR - ACRE1568     |UN |   180 |
|4382443|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  | 1.200 |
|4382443|N190|N190|05.06.2024|X43|22057659|ESTICADOR CUNHA PARA DROP OPTICO SRDO   |UN |    70 |
|4382443|N190|N190|05.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  | 2.500 |
|4382443|N190|N190|05.06.2024|X43|22065725|MARCADOR CASA PRETO NR 7                |UN |   100 |
|4382444|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |   100 |
|4382445|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 1.700 |
|4382445|N190|N190|05.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4382445|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |   175 |
|4382445|N190|N190|05.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    25 |
|4382445|N190|N190|05.06.2024|X43|22026795|DIV_RI 3S 1GHZ H SOLD BAL 777           |UN |    25 |
|4382445|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |   200 |
|4382445|N190|N190|05.06.2024|X43|22066517|ISOLADOR CASA SURGE PROTEC LOW COST     |UN |   150 |
|4382446|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    20 |
|4382447|N190|N190|05.06.2024|X43|22025049|VASELINA SOLIDA POTE 410G               |UN |     6 |
|4382447|N190|N190|05.06.2024|X43|22025072|FITA ISOLANTE 3M 33+                    |ROL|     6 |
|4382447|N190|USAD|05.06.2024|X43|22025250|MARCADOR APTO NUM 1 TIPO HO85 AMARELO   |UN |   100 |
|4382447|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 2.700 |
|4382447|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 8.200 |
|4382447|N190|N190|05.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4382447|N190|N190|05.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|     3 |
|4382447|N190|N190|05.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   330 |
|4382447|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  | 4.300 |
|4382447|N190|N190|05.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  | 4.000 |
|4382447|N190|N190|05.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |   600 |
|4382447|N190|N190|05.06.2024|X43|22065721|MARCADOR CASA PRETO NR 3                |UN |   100 |
|4382447|N190|N190|05.06.2024|X43|22065722|MARCADOR CASA PRETO NR 4                |UN |   100 |
|4382448|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   300 |
|4382448|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    60 |
|4382449|N190|N190|05.06.2024|X43|22025072|FITA ISOLANTE 3M 33+                    |ROL|    42 |
|4382449|N190|USAD|05.06.2024|X43|22025238|MARCADOR APTO NUM 7 TIPO HO85 AMARELO   |UN |   100 |
|4382449|N190|USAD|05.06.2024|X43|22025240|MARCADOR APTO NUM 9 TIPO HO85 AMARELO   |UN |   100 |
|4382449|N190|N190|05.06.2024|X43|22026265|CABO DROP FO LOW F FIG0 BRANCO          |M  | 1.500 |
|4382449|N190|N190|05.06.2024|X43|22026795|DIV_RI 3S 1GHZ H SOLD BAL 777           |UN |    25 |
|4382449|N190|N190|05.06.2024|X43|22057658|SUPORTE ROLDANA FO DROP SDA-1           |UN |    20 |
|4382450|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    30 |
|4382451|N190|N190|05.06.2024|X43|22025049|VASELINA SOLIDA POTE 410G               |UN |     3 |
|4382451|N190|N190|05.06.2024|X43|22025072|FITA ISOLANTE 3M 33+                    |ROL|    12 |
|4382451|N190|N190|05.06.2024|X43|22025139|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN |   700 |
|4382451|N190|USAD|05.06.2024|X43|22025243|MARCADOR APTO NUM 6 TIPO HO85 AMARELO   |UN |   100 |
|4382451|N190|USAD|05.06.2024|X43|22025250|MARCADOR APTO NUM 1 TIPO HO85 AMARELO   |UN |   100 |
|4382451|N190|N190|05.06.2024|X43|22026199|CONECTOR TERMINACAO 75 OHMS             |UN |   100 |
|4382451|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 6.500 |
|4382451|N190|N190|05.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  | 6.100 |
|4382451|N190|N190|05.06.2024|X43|22026544|SUPORTE GALVANIZADO U SPAN CLAMP        |UN |    50 |
|4382451|N190|N190|05.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |   100 |
|4382451|N190|N190|05.06.2024|X43|22056365|PROTETOR P/MINI ISOLADOR - ACRE1568     |UN |    90 |
|4382451|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  | 1.200 |
|4382451|N190|N190|05.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN |   200 |
|4382451|N190|N190|05.06.2024|X43|22057635|FIXADOR FIO PT RG6                      |UN |   700 |
|4382451|N190|N190|05.06.2024|X43|22057659|ESTICADOR CUNHA PARA DROP OPTICO SRDO   |UN |   120 |
|4382451|N190|N190|05.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |    50 |
|4382452|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4382452|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    20 |
|4382452|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |    50 |
|4382453|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 3.000 |
|4382453|N190|N190|05.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |   150 |
|4382453|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |   375 |
|4382453|N190|N190|05.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    50 |
|4382453|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |   150 |
|4382453|N190|N190|05.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |    30 |
|4382453|N190|N190|05.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN |   100 |
|4382453|N190|N190|05.06.2024|X43|22066517|ISOLADOR CASA SURGE PROTEC LOW COST     |UN |   150 |
|4382454|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    60 |
|4382455|N190|N190|05.06.2024|X43|22025049|VASELINA SOLIDA POTE 410G               |UN |    11 |
|4382455|N190|N190|05.06.2024|X43|22025136|BUCHA ACABAMENTO CABO RG6-59 BRANCA     |UN |   250 |
|4382455|N190|N190|05.06.2024|X43|22025139|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN | 4.500 |
|4382455|N190|N190|05.06.2024|X43|22025349|FIXA FIO CABO DROP FO CHATO             |UN |   100 |
|4382455|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 3.350 |
|4382455|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  |11.500 |
|4382455|N190|N190|05.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  | 6.405 |
|4382455|N190|N190|05.06.2024|X43|22026544|SUPORTE GALVANIZADO U SPAN CLAMP        |UN |    50 |
|4382455|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |   125 |
|4382455|N190|N190|05.06.2024|X43|22056332|FITA ISOLANTE AUTOFUSAO 3M SCOTCH23 10MT|UN |    21 |
|4382455|N190|N190|05.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   510 |
|4382455|N190|N190|05.06.2024|X43|22056365|PROTETOR P/MINI ISOLADOR - ACRE1568     |UN |   360 |
|4382455|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  |   600 |
|4382455|N190|N190|05.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN |   100 |
|4382455|N190|N190|05.06.2024|X43|22057635|FIXADOR FIO PT RG6                      |UN | 1.500 |
|4382455|N190|N190|05.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |    30 |
|4382455|N190|N190|05.06.2024|X43|22065720|MARCADOR CASA PRETO NR 2                |UN |   100 |
|4382455|N190|N190|05.06.2024|X43|22066517|ISOLADOR CASA SURGE PROTEC LOW COST     |UN |   150 |
|4382456|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   300 |
|4382457|N190|USAD|05.06.2024|X43|22025116|MARCADOR CASA PTO LETRA C               |UN |    20 |
|4382457|N190|N190|05.06.2024|X43|22025250|MARCADOR APTO NUM 1 TIPO HO85 AMARELO   |UN |   100 |
|4382457|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 2.300 |
|4382457|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |   100 |
|4382457|N190|N190|05.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    25 |
|4382457|N190|N190|05.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|     6 |
|4382457|N190|N190|05.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   420 |
|4382457|N190|N190|05.06.2024|X43|22065720|MARCADOR CASA PRETO NR 2                |UN |   100 |
|4382458|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   140 |
|4382458|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   140 |
|4382459|N190|USAD|05.06.2024|X43|22025241|MARCADOR APTO NUM 3 TIPO HO85 AMARELO   |UN |   100 |
|4382459|N190|N190|05.06.2024|X43|22026265|CABO DROP FO LOW F FIG0 BRANCO          |M  | 1.000 |
|4382459|N190|N190|05.06.2024|X43|22056334|FECHO DE ACO INOX DENTADO 1/2           |UN |   100 |
|4382459|N190|N190|05.06.2024|X43|22065726|MARCADOR CASA PRETO NR 8                |UN |   100 |
|4382460|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    90 |
|4382460|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |    90 |
|4382461|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   140 |
|4382461|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   200 |
|4382462|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    30 |
|4382462|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   280 |
|4382462|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   130 |
|4382463|N190|N190|05.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   305 |
|4382463|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |   100 |
|4382463|N190|N190|05.06.2024|X43|22056366|ISOLADOR COAXIAL QUADRADO - CISP-HR     |UN |    20 |
|4382464|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    60 |
|4382465|N190|USAD|05.06.2024|X43|22025116|MARCADOR CASA PTO LETRA C               |UN |    20 |
|4382465|N190|USAD|05.06.2024|X43|22025241|MARCADOR APTO NUM 3 TIPO HO85 AMARELO   |UN |    25 |
|4382465|N190|USAD|05.06.2024|X43|22025321|ANEL VEDACAO PLASTICA P PORTA F         |UN |    10 |
|4382465|N190|USAD|05.06.2024|X43|22026149|CONEC_TEL RJ11 6 X 4                    |UN |   100 |
|4382465|N190|N190|05.06.2024|X43|22026199|CONECTOR TERMINACAO 75 OHMS             |UN |    20 |
|4382465|N190|USAD|05.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |     6 |
|4382465|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    75 |
|4382465|N190|N190|05.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    25 |
|4382465|N190|N190|05.06.2024|X43|22026795|DIV_RI 3S 1GHZ H SOLD BAL 777           |UN |    25 |
|4382465|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |    50 |
|4382465|N190|N190|05.06.2024|X43|22056339|MARCADOR CASA PTO NR 9                  |UN |    50 |
|4382465|N190|N190|05.06.2024|X43|22056345|MARCADOR CASA PTO NR 3                  |UN |    50 |
|4382465|N190|N190|05.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |    30 |
|4382465|N190|N190|05.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |    20 |
|4382466|N190|N190|05.06.2024|X43|22026152|CONECTOR ATENUADOR 06DB                 |UN |   100 |
|4382466|N190|N190|05.06.2024|X43|22026158|CONEC_ RI EMENDA G-F81F FEMEA           |UN |    36 |
|4382466|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 1.200 |
|4382466|N190|N190|05.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |   100 |
|4382466|N190|N190|05.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  |   500 |
|4382467|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4382468|N190|USAD|05.06.2024|X51|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    50 |
